Categoría,Subcategoria,APLICA EN LAS METAS ACTUALES,Fecha,Manifiesto,Nombre de Residuo,Peso Disposición Final (kg) ,Canal o Mecanismo de recolección,Tipo de Gestión (proceso),certificado ,Gestor ,Centro de acopio,Razón social del generador,Nit,Responsable del envío,Correo ,Dirección,Departamento,Ciudad,Latitud,Longitud,utm_x,utm_y,utm_zona
2. Electrónica y Equipos de Telecomunicación,2.6 Equipos de electrónica de potencia,SI,2024-01-10,11455,BALASTOS,349.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DIRECCIÓN GENERAL SANIDAD MILITAR,830143447-3,Ana Maria Suarez,test@portal80.com.co,AK 27 13 50,"BOGOTA, D. C.","BOGOTA, D. C.",4.612449,-74.088724,601080.23,509889.89,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-10-31,10636,HORNOS DE MICROONDAS/ APARATOS ELECTRODOMESTICOS,67.0,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DIRECCIÓN SANIDAD EJÉRCITO,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 7 52 48,"BOGOTA, D. C.","BOGOTA, D. C.",4.638798,-74.062941,603936.53,512806.53,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-04-23,10236,FREIDORAS,520.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DIRECCIÓN SANIDAD NAVAL,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 12B 26 50,"BOGOTA, D. C.","BOGOTA, D. C.",4.610925,-74.089668,600975.72,509721.28,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-04-01,10770,DM - IMPRESORAS Y SCANNER,30.3,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,DISALUD,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 68 105F 16,"BOGOTA, D. C.","BOGOTA, D. C.",4.701328,-74.124242,597128.01,519710.54,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-10-03,10380,EQUIPOS DE COMPUTO DE MESA,105.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DISAN ARC,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 12B 26 50,"BOGOTA, D. C.","BOGOTA, D. C.",4.610925,-74.089668,600975.72,509721.28,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-05-05,11803,CD,7.65,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO CANTON NORTE,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 106 # 8A - 19,"BOGOTA, D. C.","BOGOTA, D. C.",4.6873,-74.0398,606496.21,518172.0,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-01-03,9546,DISCO DURO,0.4,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO EVEDISA 01,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,AC 100 61 48,"BOGOTA, D. C.","BOGOTA, D. C.",4.689739,-74.066947,603484.69,518437.57,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-04-01,10815,"HERRAMIENTAS PARA ROCIAR, ESPARCIR, PROPAGAR O APLICAR OTROS TRATAMIENTOS CON SUSTANCIAS LÍQUIDAS O GASEOSAS POR OTROS MEDIOS",2.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO EVEDISA 03,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 19C 26A 15 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.581322,-74.107428,599009.68,506446.16,18N
3. Maquinaria y Equipo Eléctrico,3.11 Pilas y acumuladores,SI,2024-04-11,10315,PILAS,2.0,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO EVEDISA 05,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 63 18 19,"BOGOTA, D. C.","BOGOTA, D. C.",4.650195,-74.068661,603300.36,514065.66,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-10-27,11078,APARATOS DE CALEFACCIÓN ELÉCTRICOS,153.0,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO EVEDISA 12,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,DG 49 S 53 39,"BOGOTA, D. C.","BOGOTA, D. C.",4.591583,-74.13897,595509.21,507576.23,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-01-17,10669,REPUESTOS O PARTES DE PC/PORTATILES,5.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO EVEDISA 2,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 65 S 78L 65,"BOGOTA, D. C.","BOGOTA, D. C.",4.605995,-74.184379,590470.08,509163.55,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-03-07,11171,IMPRESORAS Y SCANNER,55.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO MÉDICO CANTON SUR USME,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,5 d 32 Cl 51 Sur,"BOGOTA, D. C.","BOGOTA, D. C.",4.549986,-74.123042,597281.76,502979.83,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-06-23,9876,TONER DE IMPRESORA SUELTOS,1.0,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO MÉDICO GILBERTO ECHEVERRI MEJIA,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,CL 121 6 37,"BOGOTA, D. C.","BOGOTA, D. C.",4.697339,-74.029862,607597.0,519283.36,18N
3. Maquinaria y Equipo Eléctrico,3.2 Equipo industrial,SI,2024-11-05,11865,"HERRAMIENTAS PARA MOLDEAR, TORNEAR, PULIR, PUNZAR, PLEGAR, CORTAR Y SOLDAR",32.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO POLICIA BOSA,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 65J S 77K 24,"BOGOTA, D. C.","BOGOTA, D. C.",4.599218,-74.186683,590215.35,508414.07,18N
2. Electrónica y Equipos de Telecomunicación,2.7 Equipos de instrumentación y control,SI,2024-10-16,9478,OTROS INSTRUMENTOS DE VIGILANCIA Y CONTROL UTILIZADOS EN INSTALACIONES INDUSTRIALES,1.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO POLICIA CHAPINERO,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 67 14A 46,"BOGOTA, D. C.","BOGOTA, D. C.",4.654821,-74.064477,603763.8,514577.68,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-05-02,9640,TONER DE IMPRESORA SUELTO,1.2,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO POLICIA DORADO (CAPRECOM),860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,KR 68 B BIS # 44 - 58,"BOGOTA, D. C.","BOGOTA, D. C.",4.656848,-74.103885,599392.2,514796.1,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-08-17,10185,TONNER,1.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO POLICIA NORTE,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AC 116 70D 78,"BOGOTA, D. C.","BOGOTA, D. C.",4.698951,-74.074682,602625.39,519454.84,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-01-01,9614,MAQUINAS DE COSER,88.0,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO POLICIA VENECIA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AUTOPISTA SUR # 51 D- 03,"BOGOTA, D. C.","BOGOTA, D. C.",4.594054,-74.134247,596032.82,507850.03,18N
2. Electrónica y Equipos de Telecomunicación,2.7 Equipos de instrumentación y control,SI,2024-02-12,9091,BASCULA,3.5,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO SOLEDAD,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 48 14 90,"BOGOTA, D. C.","BOGOTA, D. C.",4.635678,-74.068093,603365.48,512460.86,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-06-23,10886,COMPUTADORES TODO EN UNO,488.8,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DISPENSARIO SUROCCIDENTE,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AV.CIUDAD DE CALI 53-80 SUR,"BOGOTA, D. C.","BOGOTA, D. C.",4.623076,-74.18016,590935.92,511052.37,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-07-12,9310,TONER DE IMPRESORA SUELTOS,0.5,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DISTRIBUCIONES AXA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 34 6 57,"BOGOTA, D. C.","BOGOTA, D. C.",4.610595,-74.101441,599669.78,509683.14,18N
3. Maquinaria y Equipo Eléctrico,3.11 Pilas y acumuladores,SI,2024-09-22,11221,PILAS,0.5,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DISTRIBUIDORA TOYOTA S.A,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AK 70 102 02,"BOGOTA, D. C.","BOGOTA, D. C.",4.6952,-74.073727,602731.86,519040.3,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-09-24,11525,HORNOS DE MICROONDAS/ APARATOS ELECTRODOMESTICOS,67.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DIVER PLAZA CENTRO COMERCIAL,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,AK 96 70A 89,"BOGOTA, D. C.","BOGOTA, D. C.",4.700021,-74.114987,598154.72,519567.34,18N
1. Aparatos electrodomésticos,1.7 Enseres menores personales,SI,2024-05-20,10239,"APARATOS PARA CORTAR EL PELO, PARA SECAR EL PELO, PARA CEPILLARSE LOS DIENTES, MAQUINAS PARA AFEITAR, APARATOS DE MASAJE Y OTROS CUIDADOS CORPORALES",147.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,Dorian Jenny Guevara Suárez,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 70B 111 85,"BOGOTA, D. C.","BOGOTA, D. C.",4.707800127,-74.12949387,596544.6,520425.31,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-10-24,9956,OTROS GRANDES APARATOS UTILIZADOS PARA COCINAR Y EN OTROS PROCESOS DE TRANSFORMACION DE LOS ALIMENTOS. APARATOS DE CALEFACCION ELECTRICOS,89.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,Doris esperanza Gómez,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 19 76A 5 Sur,"BOGOTA, D. C.","BOGOTA, D. C.",4.54082825,-74.15168345,594105.49,501963.65,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-10-06,11115,MODEM,105.29,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DROGAS CANO,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 188BIS 8C 15,"BOGOTA, D. C.","BOGOTA, D. C.",4.764927,-74.030042,607566.6,526755.42,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-09-06,10819,TONNER EN DESUSO,7.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,DROGAS PROVIPHARMA,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,CL 37B S 68F 17,"BOGOTA, D. C.","BOGOTA, D. C.",4.605321,-74.136317,595801.68,509095.32,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-05-22,10381,OTROS GRANDES APARATOS UTILIZADOS PARA COCINAR Y EN OTROS PROCESOS DE TRANSFORMACION DE LOS ALIMENTOS,566.64,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA 85 LTDA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 85 16A 29,"BOGOTA, D. C.","BOGOTA, D. C.",4.670544,-74.056758,604617.71,516317.04,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-06-01,9356,"TELÉFONOS; PÚBLICOS, INALÁMBRICOS Y MÓVILES",4.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA ALBANIA,830143447-3,Ana Maria Suarez,test@portal80.com.co,KR 4BISA 32 19,"BOGOTA, D. C.","BOGOTA, D. C.",4.617492,-74.064856,603727.2,510450.83,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-03-12,10202,MAQUINAS DE COSER,120.2,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA ANTIGUA SAN JORGE,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 7 1D 12,"BOGOTA, D. C.","BOGOTA, D. C.",4.588102,-74.081056,601934.31,507199.39,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-08-11,10487,APARATOS DE CALEFACCIÓN ELÉCTRICOS,46.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA BIOSER,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 67 115A 30,"BOGOTA, D. C.","BOGOTA, D. C.",4.711447,-74.13628,595791.42,520827.53,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-07-10,10645,"PERIFERICOS (MOUSE, TECLADO, AUDIFONOS, CAMARAS Y OTROS)",0.8,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA BOCHICA,830143447-3,Ana Maria Suarez,test@portal80.com.co,CL 1F 33 65,"BOGOTA, D. C.","BOGOTA, D. C.",4.603728,-74.10778,598967.54,508923.1,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-06-29,9104,APARATOS ELECTRODOMESTICOS/HORNOS DE MICROONDAS,21.7,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA CARMERI,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 76 89B 19,"BOGOTA, D. C.","BOGOTA, D. C.",4.707382,-74.092085,600693.88,520384.37,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-10-09,11600,TUBOS FLUORESCENTES - SIGNIFY,1.8,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA CENTRAL FARMA,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 42A S 88F 12,"BOGOTA, D. C.","BOGOTA, D. C.",4.63624,-74.171095,591939.77,512508.8,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-03-24,11408,CELULARES,3.61,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA CLINICA BARRAQUER,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,AC 100 18A 00,"BOGOTA, D. C.","BOGOTA, D. C.",4.68602,-74.051097,605243.33,518028.79,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-10-11,10503,MAQUINAS DE COSER,119.2,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO ALPASO PLAZA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AC 145 103B 69,"BOGOTA, D. C.","BOGOTA, D. C.",4.745674,-74.09572,600285.19,524617.07,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-04-27,11824,CELULARES,8.8,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO AVENIDA 15,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 15 74 22,"BOGOTA, D. C.","BOGOTA, D. C.",4.661195,-74.060117,604246.49,515282.98,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-06-19,10169,"OTROS PRODUCTOS O APARATOS UTILIZADOS PARA REGISTRAR O REPRODUCIR SONIDO O IMAGENES, INCLUIDAS LAS SEÑALES Y TECNOLOGIAS DE DISTRIBUCION DEL SONIDO E IMAGEN DE LA COMUNICACION",487.43,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO BOYACÁ REAL,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 73A 70 18,"BOGOTA, D. C.","BOGOTA, D. C.",4.6863,-74.098176,600021.29,518052.85,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-11-01,9373,"OTROS PRODUCTOS O APARATOS DE TRANSMISION DE SONIDO, IMAGENES U OTRA INFORMACION POR TELECOMUNICACION",53.11,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO CALLE 122,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 122 18C 56,"BOGOTA, D. C.","BOGOTA, D. C.",4.701871,-74.049145,605457.47,519781.45,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-05-30,11496,HORNOS DE MICROONDAS/ APARATOS ELECTRODOMESTICOS,67.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO CALLE 72,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 72 9 25,"BOGOTA, D. C.","BOGOTA, D. C.",4.656035,-74.057406,604547.97,514712.94,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-12-07,10390,TERMINALES DE FAX,5.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO CEDRITOS,830143447-3,Ana Maria Suarez,test@portal80.com.co,CL 140 7C 50,"BOGOTA, D. C.","BOGOTA, D. C.",4.717397,-74.031592,607402.03,521500.57,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-10-08,11080,TELEVISORES,97.0,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO CEDRITOS CALLE 140,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 140 10A 71,"BOGOTA, D. C.","BOGOTA, D. C.",4.718569,-74.034792,607046.92,521629.65,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-01-27,10122,CD,7.81,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO CENTRO COMERCIAL CENTRO MAYOR,830143447-3,Ana Maria Suarez,test@portal80.com.co,AVENIDA KR 27 38A-83 SUR,"BOGOTA, D. C.","BOGOTA, D. C.",4.5914,-74.12458,597105.56,507557.94,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-03-01,11707,CPU,20.16,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO CHICALÁ,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 81H 53 21 S,"BOGOTA, D. C.","BOGOTA, D. C.",4.620603,-74.176612,591329.8,510779.43,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-04-13,9389,APARATOS ELECTRODOMESTICOS,618.47,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO ESPECTADOR,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,AV 68 # 16 - 55,"BOGOTA, D. C.","BOGOTA, D. C.",4.60541,-74.13103,596388.16,509105.87,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-05-27,11560,APARATOS ELECTRODOMESTICOS/HORNOS DE MICROONDAS,21.7,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO INDEPENDIENTE USAQUÉN 2,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 7 118 38,"BOGOTA, D. C.","BOGOTA, D. C.",4.695625,-74.031961,607364.44,519093.55,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-08-20,9297,APARATOS DE ALUMBRADO,8.7,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO RESTREPO POPULAR 2,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 18 S 18 20,"BOGOTA, D. C.","BOGOTA, D. C.",4.585032,-74.101462,599671.0,506857.13,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-12-28,10700,VENTILADORES ELECTRICOS,1.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO SANTA ANA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 7 112 32,"BOGOTA, D. C.","BOGOTA, D. C.",4.690994,-74.033689,607173.48,518581.32,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-09-18,10016,OTROS GRANDES APARATOS UTILIZADOS PARA COCINAR Y EN OTROS PROCESOS DE TRANSFORMACION DE LOS ALIMENTOS. APARATOS DE CALEFACCION ELECTRICOS,145.0,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO SANTA BEATRIZ,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 15 119 48,"BOGOTA, D. C.","BOGOTA, D. C.",4.699665,-74.042775,606164.35,519538.54,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-03-18,9098,APARATOS DE ALUMBRADO,6.8,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO SANTA ISABEL,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,CL 1F 27 08,"BOGOTA, D. C.","BOGOTA, D. C.",4.598485,-74.100448,599781.62,508344.51,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-06-29,9291,"OTROS PRODUCTOS O APARATOS UTILIZADOS PARA REGISTRAR O REPRODUCIR SONIDO O IMAGENES, INCLUIDAS LAS SEÑALES Y TECNOLOGIAS DE DISTRIBUCION DEL SONIDO E IMAGEN DE LA COMUNICACION",1.9,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO STTUGART,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 21 169 62,"BOGOTA, D. C.","BOGOTA, D. C.",4.750213,-74.043841,606038.43,525126.6,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-02-15,11244,REPUESTOS O PARTES DE PC/PORTATILES,5.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,DROGUERÍA COLSUBSIDIO TIERRA GRATA,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 70 101 00,"BOGOTA, D. C.","BOGOTA, D. C.",4.701509,-74.119669,597635.2,519731.19,18N
